courses_id,student_id,semester,grade,course_name,credits,departments_id,student_name,student_major,student_email,department_name,dep_building
79,875,Spring 2024,A,Modern Sociology and Anthropology,1,10,Matthew Ayers,CS,johnsonrebecca@example.com,Linguistics and Modern Languages,Dana Cove
120,2224,Spring 2024,A,Modern Psychology and Behavioral Sciences,2,20,Brian Conley,History,cameronjonathan@example.com,Environmental and Sustainability Studies,Brittany Mission
72,4945,Fall 2023,A,Experimental Entrepreneurship and Innovation,1,16,Deborah Coleman,History,shawalexander@example.org,Medicine and Biomedical Research,Brenda Prairie
71,4753,Spring 2024,B,Policy and Linguistics and Modern Languages,1,11,Michael Reilly,Math,johnathan18@example.org,Business Administration and Management,Page Center
188,129,Spring 2024,B,Advanced Political Science and International Relations,3,8,George Ortiz,Math,shannonrobinson@example.org,Political Science and International Relations,Brown Mission
180,1980,Fall 2023,D,Classical Philosophy and Ethics,3,7,Nancy Horton,CS,charlotteortiz@example.net,Philosophy and Ethics,Olsen Flats
27,2368,Spring 2024,F,Modern Mechanical and Aerospace Engineering,3,6,Jerry Huffman,Math,brendacain@example.com,History and Cultural Studies,Brittany Corners
154,966,Spring 2024,C,Policy and Environmental and Sustainability Studies,2,20,Gina Beard,Math,dianebrooks@example.org,Environmental and Sustainability Studies,Brittany Mission
188,4084,Fall 2023,F,Advanced Political Science and International Relations,3,8,Paul Murphy,Physics,patelmichael@example.net,Political Science and International Relations,Brown Mission
49,4074,Fall 2023,F,Contemporary Issues in Biological Sciences,2,3,Tiffany Pineda,History,gutierrezashley@example.com,Chemistry and Materials Science,Robbins Common
182,4599,Spring 2024,C,Foundations of Linguistics and Modern Languages,1,10,Shannon Fisher,CS,xbrowning@example.com,Linguistics and Modern Languages,Dana Cove
167,2176,Fall 2023,B,Classical History and Cultural Studies,3,6,Cynthia Smith,CS,calvinroman@example.net,History and Cultural Studies,Brittany Corners
186,2951,Fall 2023,D,Fundamentals of Pharmacy and Pharmaceutical Sciences,2,18,Kimberly Obrien DDS,CS,sarahchapman@example.org,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
45,4681,Fall 2023,C,Case Studies in Chemistry and Materials Science,3,4,Katie Johnson,Physics,schneidergregory@example.com,Computer Science and Artificial Intelligence,Bowman Burg
171,3712,Spring 2024,A,Strategies in Mechanical and Aerospace Engineering,2,5,Charles Santiago,CS,nguyenthomas@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
125,1330,Spring 2024,A,Advanced Entrepreneurship and Innovation,4,15,Kevin Smith,CS,lovestephanie@example.com,Entrepreneurship and Innovation,David Dale
158,2977,Spring 2024,A,Foundations of Entrepreneurship and Innovation,1,15,Robert Lowe,Math,nbauer@example.net,Entrepreneurship and Innovation,David Dale
57,41,Fall 2023,A,Innovations in Chemistry and Materials Science,1,4,Christopher James,CS,sethgeorge@example.com,Computer Science and Artificial Intelligence,Bowman Burg
149,3859,Spring 2024,D,Ethics and Sociology and Anthropology,2,9,Kerry Young,CS,zfisher@example.com,Sociology and Anthropology,Cynthia Square
32,1673,Fall 2023,C,Policy and Computer Science and Artificial Intelligence,4,5,Jonathan Lee,Math,qrussell@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
178,4281,Spring 2024,F,Advanced Linguistics and Modern Languages,4,10,Michael Peterson,Physics,markthomas@example.org,Linguistics and Modern Languages,Dana Cove
18,839,Spring 2024,F,Policy and Philosophy and Ethics,3,8,Zachary Crawford,Physics,reneemoyer@example.org,Political Science and International Relations,Brown Mission
153,4692,Fall 2023,B,Classical Psychology and Behavioral Sciences,3,19,Ashley Ramirez,CS,mayerbarbara@example.org,Psychology and Behavioral Sciences,Andrade Center
145,4638,Spring 2024,D,Introduction to Computer Science and Artificial Intelligence,4,4,Olivia Hart,CS,churchkimberly@example.net,Computer Science and Artificial Intelligence,Bowman Burg
45,4605,Spring 2024,F,Case Studies in Chemistry and Materials Science,3,4,Christine Mora,CS,martinezleslie@example.net,Computer Science and Artificial Intelligence,Bowman Burg
188,3150,Fall 2023,A,Advanced Political Science and International Relations,3,8,Carrie Chang,CS,qhernandez@example.org,Political Science and International Relations,Brown Mission
59,923,Spring 2024,C,Contemporary Issues in Philosophy and Ethics,4,7,Chelsea Oliver,History,jessicapatel@example.org,Philosophy and Ethics,Olsen Flats
157,4459,Spring 2024,A,Introduction to Sociology and Anthropology,4,9,Carlos Norris,Physics,linda77@example.com,Sociology and Anthropology,Cynthia Square
105,214,Spring 2024,A,Advanced Psychology and Behavioral Sciences,2,20,Joseph Carey,CS,paigehunt@example.org,Environmental and Sustainability Studies,Brittany Mission
188,1587,Spring 2024,D,Advanced Political Science and International Relations,3,8,Sarah White,CS,georgebell@example.org,Political Science and International Relations,Brown Mission
182,3561,Fall 2023,B,Foundations of Linguistics and Modern Languages,1,10,Danielle Knight,History,lcohen@example.net,Linguistics and Modern Languages,Dana Cove
137,366,Fall 2023,F,Fundamentals of Marketing and Digital Strategy,2,13,Crystal Sanchez,CS,lynnwilson@example.org,Marketing and Digital Strategy,Robinson Island
8,445,Fall 2023,B,Theories in Finance and Investment Studies,1,13,Sherry Villegas,Math,kdavis@example.org,Marketing and Digital Strategy,Robinson Island
57,3509,Fall 2023,A,Innovations in Chemistry and Materials Science,1,4,Christopher Williams,Math,catherineroy@example.net,Computer Science and Artificial Intelligence,Bowman Burg
199,116,Spring 2024,A,Experimental Medicine and Biomedical Research,2,16,Felicia Smith,History,velazquezandrew@example.org,Medicine and Biomedical Research,Brenda Prairie
8,832,Spring 2024,A,Theories in Finance and Investment Studies,1,13,Lance Reed,CS,mariafrench@example.net,Marketing and Digital Strategy,Robinson Island
168,1983,Fall 2023,C,Methods in Medicine and Biomedical Research,3,16,Jessica Alexander,History,state@example.com,Medicine and Biomedical Research,Brenda Prairie
53,1287,Fall 2023,D,Applications of Mechanical and Aerospace Engineering,4,6,Randy Watson,CS,ramosangela@example.org,History and Cultural Studies,Brittany Corners
15,3740,Fall 2023,F,Advanced Sociology and Anthropology,1,10,Michelle Miller,Physics,kathleendavidson@example.com,Linguistics and Modern Languages,Dana Cove
151,1621,Spring 2024,C,Classical Finance and Investment Studies,4,12,Kimberly Jones,Physics,joshua61@example.net,Finance and Investment Studies,Davis Stream
51,4518,Spring 2024,C,Fundamentals of Economics and Policy Studies,2,14,Daniel Melendez,Math,steeledanielle@example.com,Economics and Policy Studies,Burns Spur
113,3461,Fall 2023,C,Ethics and Pharmacy and Pharmaceutical Sciences,3,19,Nicholas Li,CS,candacethompson@example.net,Psychology and Behavioral Sciences,Andrade Center
16,3631,Fall 2023,D,Case Studies in Finance and Investment Studies,2,13,Lynn Johnson,CS,barkerkathleen@example.com,Marketing and Digital Strategy,Robinson Island
32,761,Fall 2023,D,Policy and Computer Science and Artificial Intelligence,4,5,Caitlyn Adams,History,mjenkins@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
49,4792,Fall 2023,A,Contemporary Issues in Biological Sciences,2,3,Michael Robbins,CS,tamaramathews@example.net,Chemistry and Materials Science,Robbins Common
187,4805,Fall 2023,F,Strategies in Linguistics and Modern Languages,2,10,Douglas Hardin,Math,vjohnson@example.org,Linguistics and Modern Languages,Dana Cove
77,453,Spring 2024,A,Introduction to Mechanical and Aerospace Engineering,2,6,John Aguilar,Math,tjones@example.org,History and Cultural Studies,Brittany Corners
18,3082,Spring 2024,B,Policy and Philosophy and Ethics,3,8,Justin Williams,Physics,garrett69@example.net,Political Science and International Relations,Brown Mission
161,853,Fall 2023,D,Strategies in Medicine and Biomedical Research,1,16,Molly York,Physics,oevans@example.net,Medicine and Biomedical Research,Brenda Prairie
47,2698,Spring 2024,A,Ethics and Political Science and International Relations,4,9,William Nichols,Math,wbell@example.org,Sociology and Anthropology,Cynthia Square
7,1955,Spring 2024,A,Innovations in Political Science and International Relations,3,9,Stephen Weaver,Math,jean71@example.net,Sociology and Anthropology,Cynthia Square
9,555,Spring 2024,C,Fundamentals of Chemistry and Materials Science,2,4,Kathryn Ruiz,Physics,hicksjennifer@example.org,Computer Science and Artificial Intelligence,Bowman Burg
11,4248,Fall 2023,D,Foundations of Mechanical and Aerospace Engineering,4,6,Brittany Christensen,Physics,linjames@example.org,History and Cultural Studies,Brittany Corners
137,3180,Fall 2023,B,Fundamentals of Marketing and Digital Strategy,2,13,Kelsey Coleman,CS,fwiley@example.org,Marketing and Digital Strategy,Robinson Island
6,482,Spring 2024,C,Methods in Economics and Policy Studies,1,14,Maria Kelley,CS,zstewart@example.com,Economics and Policy Studies,Burns Spur
64,1403,Fall 2023,F,Applications of Finance and Investment Studies,4,12,Megan Thomas MD,Math,edavis@example.com,Finance and Investment Studies,Davis Stream
87,2996,Fall 2023,B,Ethics and Philosophy and Ethics,4,8,Stephen Brown,Physics,esmith@example.com,Political Science and International Relations,Brown Mission
106,709,Fall 2023,D,Applications of Mechanical and Aerospace Engineering,3,6,Brad Wise,Math,hzimmerman@example.net,History and Cultural Studies,Brittany Corners
19,4023,Spring 2024,B,History of Biological Sciences,1,2,Sarah Gardner,Physics,qhaynes@example.net,Biological Sciences,Ramos Hills
198,1623,Spring 2024,C,Advanced Philosophy and Ethics,4,7,Caitlyn Webb,Physics,jared50@example.com,Philosophy and Ethics,Olsen Flats
7,2221,Spring 2024,A,Innovations in Political Science and International Relations,3,9,Samuel Webb,Math,charlesmary@example.org,Sociology and Anthropology,Cynthia Square
154,2248,Fall 2023,C,Policy and Environmental and Sustainability Studies,2,20,Dana Tucker,Math,lfox@example.net,Environmental and Sustainability Studies,Brittany Mission
148,3048,Fall 2023,F,Introduction to History and Cultural Studies,2,6,Robert Mills,CS,dmurray@example.net,History and Cultural Studies,Brittany Corners
148,664,Spring 2024,C,Introduction to History and Cultural Studies,2,6,Mark Williams,History,coopercarlos@example.org,History and Cultural Studies,Brittany Corners
191,1643,Spring 2024,B,Research in Philosophy and Ethics,4,7,Robert Elliott,CS,alexander17@example.org,Philosophy and Ethics,Olsen Flats
131,4965,Fall 2023,B,Foundations of Sociology and Anthropology,3,10,Mary Smith,CS,laura95@example.org,Linguistics and Modern Languages,Dana Cove
127,994,Fall 2023,F,Innovations in Marketing and Digital Strategy,4,13,Danielle Rodriguez,Math,sjones@example.com,Marketing and Digital Strategy,Robinson Island
194,3954,Fall 2023,B,Strategies in Political Science and International Relations,1,8,Jasmine Walsh,Physics,leeamy@example.net,Political Science and International Relations,Brown Mission
136,941,Spring 2024,B,Contemporary Issues in Mechanical and Aerospace Engineering,1,5,Elizabeth Herring,Math,jasminespencer@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
21,2543,Fall 2023,A,Policy and Linguistics and Modern Languages,1,11,Ashley Patterson,Physics,cassie11@example.org,Business Administration and Management,Page Center
136,4708,Spring 2024,F,Contemporary Issues in Mechanical and Aerospace Engineering,1,5,Steven Lee,History,hartalexandra@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
162,4617,Fall 2023,D,Experimental Psychology and Behavioral Sciences,2,19,Laura Wilkerson,Physics,nicoledunn@example.com,Psychology and Behavioral Sciences,Andrade Center
149,33,Spring 2024,D,Ethics and Sociology and Anthropology,2,9,Katherine Lewis,Math,omoore@example.net,Sociology and Anthropology,Cynthia Square
52,2316,Fall 2023,C,Theories in Pharmacy and Pharmaceutical Sciences,1,19,Joseph Stark,Math,benjamin30@example.com,Psychology and Behavioral Sciences,Andrade Center
75,1161,Fall 2023,B,Research in Computer Science and Artificial Intelligence,4,5,Andrew Davis,Physics,frederick68@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
179,2627,Spring 2024,A,Strategies in Medicine and Biomedical Research,1,16,Benjamin Rodriguez,History,ashleyjohnson@example.org,Medicine and Biomedical Research,Brenda Prairie
24,216,Spring 2024,F,Foundations of Philosophy and Ethics,2,8,Shelley Hensley,Math,ksims@example.com,Political Science and International Relations,Brown Mission
198,3655,Fall 2023,A,Advanced Philosophy and Ethics,4,7,Jeremiah Bennett,CS,harolddaniels@example.org,Philosophy and Ethics,Olsen Flats
95,583,Fall 2023,F,Classical Philosophy and Ethics,4,8,Amanda Pham,History,fmurphy@example.org,Political Science and International Relations,Brown Mission
167,4676,Fall 2023,C,Classical History and Cultural Studies,3,6,Daniel Hall,CS,hinesjohnny@example.net,History and Cultural Studies,Brittany Corners
34,4841,Spring 2024,A,Advanced Nursing and Public Health,1,18,Margaret Brown,CS,jenniferblack@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
193,4795,Fall 2023,C,Classical Finance and Investment Studies,4,12,Chelsea Hernandez,History,robertsjennifer@example.com,Finance and Investment Studies,Davis Stream
107,165,Spring 2024,A,Foundations of Business Administration and Management,1,11,Lisa Lee,Physics,hughesmichael@example.org,Business Administration and Management,Page Center
83,4799,Fall 2023,F,Theories in Sociology and Anthropology,2,9,Chad Chavez,History,ashleyhanson@example.com,Sociology and Anthropology,Cynthia Square
54,4054,Spring 2024,F,Strategies in Computer Science and Artificial Intelligence,3,5,Melissa Clark,Math,williamsandrea@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
20,1307,Fall 2023,C,Introduction to Chemistry and Materials Science,2,4,Frank Marks,History,charlesmendez@example.net,Computer Science and Artificial Intelligence,Bowman Burg
104,290,Spring 2024,C,Applications of Nursing and Public Health,4,17,Angela Lawrence,Math,katherinetaylor@example.net,Nursing and Public Health,Campos Squares
135,111,Fall 2023,D,Perspectives on Mechanical and Aerospace Engineering,3,6,Amanda Yoder,Physics,heatherrichards@example.net,History and Cultural Studies,Brittany Corners
139,2727,Spring 2024,C,Theories in Pharmacy and Pharmaceutical Sciences,4,18,Michael Johnson,CS,lucashailey@example.net,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
169,3212,Fall 2023,B,Strategies in Pharmacy and Pharmaceutical Sciences,1,18,Robert Patterson,History,xdennis@example.net,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
148,2831,Fall 2023,C,Introduction to History and Cultural Studies,2,6,Tammy Hernandez,Math,jeffreynewman@example.org,History and Cultural Studies,Brittany Corners
140,1501,Spring 2024,D,Perspectives on Linguistics and Modern Languages,3,10,Mrs. Holly Smith,Physics,derekharper@example.org,Linguistics and Modern Languages,Dana Cove
115,1357,Fall 2023,B,Theories in Economics and Policy Studies,3,14,Diane Jones,CS,bmyers@example.com,Economics and Policy Studies,Burns Spur
11,3986,Fall 2023,F,Foundations of Mechanical and Aerospace Engineering,4,6,Kimberly Hunt,History,jonathanzimmerman@example.com,History and Cultural Studies,Brittany Corners
5,2081,Fall 2023,F,Applications of Economics and Policy Studies,3,14,William West,History,vazquezaaron@example.net,Economics and Policy Studies,Burns Spur
80,2267,Spring 2024,D,Policy and Marketing and Digital Strategy,4,13,Stephen Potter,Math,janderson@example.org,Marketing and Digital Strategy,Robinson Island
163,2469,Spring 2024,D,Case Studies in Biological Sciences,3,2,Theresa Hunt,CS,tblack@example.com,Biological Sciences,Ramos Hills
117,859,Fall 2023,D,Policy and Chemistry and Materials Science,3,4,Edward Barrett,CS,sarah16@example.net,Computer Science and Artificial Intelligence,Bowman Burg
129,1128,Fall 2023,C,Case Studies in Entrepreneurship and Innovation,4,15,Cody Ford,History,uanderson@example.com,Entrepreneurship and Innovation,David Dale
115,2096,Fall 2023,D,Theories in Economics and Policy Studies,3,14,Dustin Watkins,Math,jennifer14@example.net,Economics and Policy Studies,Burns Spur
185,1545,Fall 2023,D,Applications of Marketing and Digital Strategy,4,13,Robin Lewis,Math,gbarnes@example.org,Marketing and Digital Strategy,Robinson Island
123,2090,Spring 2024,C,Advanced Philosophy and Ethics,4,7,Jordan Garrison,Physics,ltaylor@example.org,Philosophy and Ethics,Olsen Flats
6,4106,Spring 2024,A,Methods in Economics and Policy Studies,1,14,Jason Walker,History,gabriellelawrence@example.net,Economics and Policy Studies,Burns Spur
38,677,Spring 2024,F,Ethics and Medicine and Biomedical Research,4,17,Angela Hawkins,History,bradley62@example.org,Nursing and Public Health,Campos Squares
147,1061,Spring 2024,F,Policy and Nursing and Public Health,3,17,Cassandra White,History,gomezandrew@example.org,Nursing and Public Health,Campos Squares
154,3553,Spring 2024,D,Policy and Environmental and Sustainability Studies,2,20,Patricia Cohen,CS,ctaylor@example.net,Environmental and Sustainability Studies,Brittany Mission
182,906,Fall 2023,F,Foundations of Linguistics and Modern Languages,1,10,Karen West MD,Math,tammy90@example.com,Linguistics and Modern Languages,Dana Cove
178,1407,Spring 2024,F,Advanced Linguistics and Modern Languages,4,10,Jason Horton,Physics,wileykelly@example.com,Linguistics and Modern Languages,Dana Cove
105,2345,Fall 2023,C,Advanced Psychology and Behavioral Sciences,2,20,Patrick Hale,Physics,coryburton@example.net,Environmental and Sustainability Studies,Brittany Mission
71,4064,Fall 2023,A,Policy and Linguistics and Modern Languages,1,11,Dennis Fuller,Math,caldwellsusan@example.net,Business Administration and Management,Page Center
80,3275,Spring 2024,D,Policy and Marketing and Digital Strategy,4,13,Miss Alison Ramirez,CS,josephgonzales@example.com,Marketing and Digital Strategy,Robinson Island
118,1698,Fall 2023,B,Fundamentals of Entrepreneurship and Innovation,1,15,Shannon Torres,CS,christinesmall@example.org,Entrepreneurship and Innovation,David Dale
29,3162,Fall 2023,A,Policy and Political Science and International Relations,1,9,Kristin Jenkins,CS,moorejoshua@example.net,Sociology and Anthropology,Cynthia Square
4,3452,Fall 2023,B,Innovations in Physics and Astronomy,3,2,Rebecca Garcia,Physics,kthompson@example.com,Biological Sciences,Ramos Hills
70,4514,Spring 2024,B,Fundamentals of Philosophy and Ethics,3,8,Nathaniel Crawford,Physics,mark46@example.com,Political Science and International Relations,Brown Mission
38,4813,Spring 2024,A,Ethics and Medicine and Biomedical Research,4,17,Virginia Wiley,History,griffincatherine@example.org,Nursing and Public Health,Campos Squares
18,3595,Spring 2024,B,Policy and Philosophy and Ethics,3,8,Susan Barrett,Math,whitekyle@example.com,Political Science and International Relations,Brown Mission
137,2393,Spring 2024,F,Fundamentals of Marketing and Digital Strategy,2,13,Yvonne Jackson,Physics,freemantimothy@example.org,Marketing and Digital Strategy,Robinson Island
78,2793,Spring 2024,A,Theories in Marketing and Digital Strategy,1,13,Sydney Jimenez,History,atkinsalexander@example.net,Marketing and Digital Strategy,Robinson Island
80,2469,Spring 2024,C,Policy and Marketing and Digital Strategy,4,13,Theresa Hunt,CS,tblack@example.com,Marketing and Digital Strategy,Robinson Island
196,2152,Fall 2023,A,Research in Environmental and Sustainability Studies,1,20,Robert Miller MD,Physics,owensstacey@example.com,Environmental and Sustainability Studies,Brittany Mission
75,1873,Fall 2023,F,Research in Computer Science and Artificial Intelligence,4,5,Kelly Taylor,History,patricklopez@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
179,2759,Spring 2024,B,Strategies in Medicine and Biomedical Research,1,16,Nancy Riggs,CS,pamelahouston@example.net,Medicine and Biomedical Research,Brenda Prairie
24,4470,Spring 2024,B,Foundations of Philosophy and Ethics,2,8,Joy Brock,Math,valerie40@example.net,Political Science and International Relations,Brown Mission
193,3519,Spring 2024,A,Classical Finance and Investment Studies,4,12,Kevin Nelson,CS,jwright@example.org,Finance and Investment Studies,Davis Stream
25,4221,Fall 2023,A,Methods in Marketing and Digital Strategy,4,13,Ariana Stevens,Math,diazcynthia@example.net,Marketing and Digital Strategy,Robinson Island
150,178,Spring 2024,D,Introduction to Entrepreneurship and Innovation,3,15,Zachary Cabrera,History,megansmith@example.net,Entrepreneurship and Innovation,David Dale
92,1765,Fall 2023,A,Policy and Chemistry and Materials Science,1,3,Dr. Matthew Sosa DDS,CS,sandrawalton@example.net,Chemistry and Materials Science,Robbins Common
158,3362,Spring 2024,F,Foundations of Entrepreneurship and Innovation,1,15,Maria Joseph,Math,ajones@example.org,Entrepreneurship and Innovation,David Dale
38,3953,Spring 2024,D,Ethics and Medicine and Biomedical Research,4,17,Mallory Francis,CS,royrivera@example.org,Nursing and Public Health,Campos Squares
3,3187,Spring 2024,D,Perspectives on Finance and Investment Studies,1,13,Cindy Marquez,History,holderwalter@example.com,Marketing and Digital Strategy,Robinson Island
100,832,Spring 2024,F,Methods in Philosophy and Ethics,2,7,Lance Reed,CS,mariafrench@example.net,Philosophy and Ethics,Olsen Flats
189,1995,Fall 2023,B,Fundamentals of Biological Sciences,2,2,Michael Collins,Physics,samuel47@example.com,Biological Sciences,Ramos Hills
3,4635,Fall 2023,C,Perspectives on Finance and Investment Studies,1,13,Monique Castro,CS,veronicabradford@example.org,Marketing and Digital Strategy,Robinson Island
34,4867,Spring 2024,A,Advanced Nursing and Public Health,1,18,Krista Harrington,Math,watsontonya@example.org,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
146,156,Spring 2024,F,Ethics and Nursing and Public Health,2,17,Ricky Ellis,Physics,jsaunders@example.org,Nursing and Public Health,Campos Squares
62,2105,Spring 2024,F,Principles of Marketing and Digital Strategy,4,13,Thomas Hanson,Physics,cobbstephanie@example.com,Marketing and Digital Strategy,Robinson Island
24,155,Fall 2023,C,Foundations of Philosophy and Ethics,2,8,Scott Martin,CS,martindavid@example.com,Political Science and International Relations,Brown Mission
157,350,Fall 2023,F,Introduction to Sociology and Anthropology,4,9,Brenda Davis MD,History,williamschristopher@example.net,Sociology and Anthropology,Cynthia Square
155,1655,Fall 2023,D,Research in Environmental and Sustainability Studies,2,20,Mr. Jacob Taylor,History,brogers@example.net,Environmental and Sustainability Studies,Brittany Mission
36,2122,Fall 2023,A,History of Political Science and International Relations,2,9,Hannah Kane,History,coreyaguilar@example.com,Sociology and Anthropology,Cynthia Square
157,210,Fall 2023,D,Introduction to Sociology and Anthropology,4,9,Rachael Mcclure,History,paulandrade@example.net,Sociology and Anthropology,Cynthia Square
98,3098,Spring 2024,B,Ethics and Entrepreneurship and Innovation,3,16,James Mcconnell,History,popedwayne@example.org,Medicine and Biomedical Research,Brenda Prairie
169,130,Fall 2023,C,Strategies in Pharmacy and Pharmaceutical Sciences,1,18,Jeffrey Martin,Physics,rachelparker@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
94,4035,Fall 2023,F,Theories in Pharmacy and Pharmaceutical Sciences,1,18,Nicholas Luna,CS,ashley30@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
100,737,Fall 2023,B,Methods in Philosophy and Ethics,2,7,Katherine Oliver,Math,nmiddleton@example.net,Philosophy and Ethics,Olsen Flats
20,143,Fall 2023,C,Introduction to Chemistry and Materials Science,2,4,Daniel Reed,Physics,alex62@example.org,Computer Science and Artificial Intelligence,Bowman Burg
183,786,Spring 2024,F,Principles of Medicine and Biomedical Research,3,16,Robin Anderson,History,cware@example.net,Medicine and Biomedical Research,Brenda Prairie
154,3539,Fall 2023,C,Policy and Environmental and Sustainability Studies,2,20,David Shelton MD,Physics,kristinlopez@example.net,Environmental and Sustainability Studies,Brittany Mission
154,1797,Spring 2024,D,Policy and Environmental and Sustainability Studies,2,20,Suzanne Cobb,CS,edwardhansen@example.net,Environmental and Sustainability Studies,Brittany Mission
121,3954,Spring 2024,F,Innovations in Economics and Policy Studies,4,14,Jasmine Walsh,Physics,leeamy@example.net,Economics and Policy Studies,Burns Spur
23,2958,Fall 2023,C,Introduction to Computer Science and Artificial Intelligence,1,5,Angela Jimenez,History,lopezmiguel@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
48,254,Fall 2023,F,Classical Physics and Astronomy,3,1,Michelle Becker,Physics,carterricardo@example.net,Physics and Astronomy,Henderson Path
49,3347,Fall 2023,D,Contemporary Issues in Biological Sciences,2,3,Angel Jones,Math,john14@example.net,Chemistry and Materials Science,Robbins Common
153,2469,Fall 2023,A,Classical Psychology and Behavioral Sciences,3,19,Theresa Hunt,CS,tblack@example.com,Psychology and Behavioral Sciences,Andrade Center
190,3157,Spring 2024,D,Experimental Environmental and Sustainability Studies,2,20,Cassie Ayers,Math,rosskrystal@example.net,Environmental and Sustainability Studies,Brittany Mission
92,4194,Spring 2024,F,Policy and Chemistry and Materials Science,1,3,Terry Baker,Physics,kevinrodriguez@example.net,Chemistry and Materials Science,Robbins Common
103,955,Spring 2024,D,Ethics and Business Administration and Management,4,11,Robert Gomez,Physics,potterlisa@example.org,Business Administration and Management,Page Center
7,2754,Spring 2024,B,Innovations in Political Science and International Relations,3,9,Douglas Chandler,Math,ericbenjamin@example.net,Sociology and Anthropology,Cynthia Square
115,4709,Spring 2024,A,Theories in Economics and Policy Studies,3,14,Benjamin Taylor,History,fstevens@example.com,Economics and Policy Studies,Burns Spur
16,3149,Spring 2024,A,Case Studies in Finance and Investment Studies,2,13,Charles Schroeder,Physics,elizabeth30@example.net,Marketing and Digital Strategy,Robinson Island
146,4255,Fall 2023,F,Ethics and Nursing and Public Health,2,17,Kim Stevens,CS,krista32@example.com,Nursing and Public Health,Campos Squares
147,1362,Spring 2024,F,Policy and Nursing and Public Health,3,17,Daniel Johnson,CS,steeleholly@example.net,Nursing and Public Health,Campos Squares
25,3774,Spring 2024,F,Methods in Marketing and Digital Strategy,4,13,Aaron Thomas,CS,darrellpalmer@example.net,Marketing and Digital Strategy,Robinson Island
192,1094,Fall 2023,C,History of Business Administration and Management,1,11,Michael Brown DDS,History,kristinasmith@example.net,Business Administration and Management,Page Center
138,3637,Fall 2023,B,Experimental Physics and Astronomy,3,1,Melissa Roberts,CS,daniel33@example.net,Physics and Astronomy,Henderson Path
16,4861,Spring 2024,F,Case Studies in Finance and Investment Studies,2,13,Carla Keller,Physics,brianzimmerman@example.org,Marketing and Digital Strategy,Robinson Island
50,1288,Fall 2023,C,Classical History and Cultural Studies,4,7,Pamela Nelson,Math,david12@example.com,Philosophy and Ethics,Olsen Flats
198,4552,Spring 2024,F,Advanced Philosophy and Ethics,4,7,Zachary Shepard,Physics,davisfrances@example.com,Philosophy and Ethics,Olsen Flats
10,4995,Spring 2024,B,Case Studies in Medicine and Biomedical Research,1,17,Paul Jones,Math,edwardssonya@example.org,Nursing and Public Health,Campos Squares
31,4188,Spring 2024,D,Modern Marketing and Digital Strategy,1,13,Diana Green,CS,mark77@example.com,Marketing and Digital Strategy,Robinson Island
64,4395,Spring 2024,B,Applications of Finance and Investment Studies,4,12,Christine Williams,Math,andrewmorales@example.org,Finance and Investment Studies,Davis Stream
5,3507,Spring 2024,C,Applications of Economics and Policy Studies,3,14,Ms. Lauren Hall,Math,raymondclark@example.com,Economics and Policy Studies,Burns Spur
40,4841,Spring 2024,C,Theories in History and Cultural Studies,4,7,Margaret Brown,CS,jenniferblack@example.com,Philosophy and Ethics,Olsen Flats
132,645,Fall 2023,F,Principles of Marketing and Digital Strategy,4,13,Mitchell Brown,CS,brianbrown@example.org,Marketing and Digital Strategy,Robinson Island
172,2058,Spring 2024,B,Fundamentals of Psychology and Behavioral Sciences,2,19,Wayne Sharp,History,kirkmack@example.net,Psychology and Behavioral Sciences,Andrade Center
70,2031,Spring 2024,F,Fundamentals of Philosophy and Ethics,3,8,Rose Waters,History,garciamark@example.com,Political Science and International Relations,Brown Mission
14,23,Spring 2024,A,Advanced History and Cultural Studies,3,7,Cody Ryan,History,jacobsonsamantha@example.org,Philosophy and Ethics,Olsen Flats
22,2326,Spring 2024,D,Advanced Political Science and International Relations,3,9,Edward Brown,History,ufoster@example.com,Sociology and Anthropology,Cynthia Square
64,1998,Spring 2024,B,Applications of Finance and Investment Studies,4,12,Phillip Cameron,Math,stephenlarson@example.org,Finance and Investment Studies,Davis Stream
76,136,Spring 2024,F,Perspectives on Sociology and Anthropology,4,10,Nathan Hamilton,History,mark20@example.com,Linguistics and Modern Languages,Dana Cove
57,4344,Spring 2024,A,Innovations in Chemistry and Materials Science,1,4,Mr. James Evans,Math,alexanderking@example.net,Computer Science and Artificial Intelligence,Bowman Burg
